id,source,title,year,page_url,pdf_url_hint,license,commercial_use,clinical_domain,priority
AAAAI-001,AAAAI,Anaphylaxis Diagnosis Treatment,2020,https://www.aaaai.org/practice-resources/practice-parameters,,AAAAI ©,restricted,allergy,high
AAAAI-002,AAAAI,Drug Allergy Practice Parameter,2024,https://www.aaaai.org/practice-resources/practice-parameters,,AAAAI ©,restricted,allergy,high
AAAAI-003,AAAAI,Atopic Dermatitis Practice Parameter,2024,https://www.aaaai.org/practice-resources/practice-parameters,,AAAAI ©,restricted,allergy,high
AAAAI-004,AAAAI,Allergic Rhinitis Practice Parameter,2017,https://www.aaaai.org/practice-resources/practice-parameters,,AAAAI ©,restricted,allergy,high
AAAAI-005,AAAAI,Food Allergy Diagnosis Management,2023,https://www.aaaai.org/practice-resources/practice-parameters,,AAAAI ©,restricted,allergy,high
EAACI-001,EAACI,Anaphylaxis Guideline,2021,https://onlinelibrary.wiley.com/doi/10.1111/all.14997,,EAACI ©,restricted,allergy,high
EAACI-002,EAACI,Asthma Allergy Phenotype,2023,https://onlinelibrary.wiley.com/doi/10.1111/all.15838,,EAACI ©,restricted,allergy,high
EAACI-003,EAACI,Chronic Urticaria Management,2022,https://onlinelibrary.wiley.com/doi/10.1111/all.15090,,EAACI ©,restricted,allergy,high
AASM-001,AASM,Adult Obstructive Sleep Apnea Diagnosis,2017,https://aasm.org/clinical-resources/practice-standards/practice-guidelines/,,AASM ©,restricted,sleep,high
AASM-002,AASM,Insomnia Adults Pharmacological Treatment,2017,https://aasm.org/clinical-resources/practice-standards/practice-guidelines/,,AASM ©,restricted,sleep,high
AASM-003,AASM,Restless Legs Syndrome,2024,https://aasm.org/clinical-resources/practice-standards/practice-guidelines/,,AASM ©,restricted,sleep,medium
AASM-004,AASM,Pediatric OSA Diagnosis,2022,https://aasm.org/clinical-resources/practice-standards/practice-guidelines/,,AASM ©,restricted,sleep,high
AASM-005,AASM,Narcolepsy Diagnosis Treatment,2021,https://aasm.org/clinical-resources/practice-standards/practice-guidelines/,,AASM ©,restricted,sleep,medium
IASP-001,IASP,Chronic Pain Definitions Classification,2020,https://www.iasp-pain.org/publications/iasp-news/icd-11/,,IASP ©,restricted,pain,high
IASP-002,IASP,Cancer Pain Management WHO Ladder,2021,https://www.iasp-pain.org/publications/clinical-updates/cancer-pain/,,IASP ©,restricted,pain,high
IASP-003,IASP,Neuropathic Pain Pharmacology,2022,https://www.iasp-pain.org/publications/clinical-updates/neuropathic-pain/,,IASP ©,restricted,pain,high
IDF-001,IDF,Diabetes Atlas 11th Edition,2024,https://diabetesatlas.org/,,IDF ©,restricted,endocrinology,high
IDF-002,IDF,Type 2 Diabetes Global Guideline,2014,https://www.idf.org/our-network/regions-members/atlas-publications/global-clinical-practice-guideline.html,,IDF ©,restricted,endocrinology,high
IHS-001,IHS,International Classification of Headache Disorders ICHD-3,2018,https://ichd-3.org/,,IHS ©,restricted,neurology,high
IHS-002,IHS,Migraine Treatment Acute,2024,https://onlinelibrary.wiley.com/doi/10.1111/head.14595,,IHS ©,restricted,neurology,high
IHS-003,IHS,Migraine Prevention Adults,2023,https://onlinelibrary.wiley.com/doi/10.1111/head.14439,,IHS ©,restricted,neurology,high
IHS-004,IHS,Cluster Headache Treatment,2024,https://onlinelibrary.wiley.com/doi/10.1111/head.14794,,IHS ©,restricted,neurology,medium
MDS-001,MDS,Parkinson Disease Diagnostic Criteria,2015,https://movementdisorders.onlinelibrary.wiley.com/doi/10.1002/mds.26424,,MDS ©,restricted,neurology,high
MDS-002,MDS,Parkinson Pharmacological Therapies Motor Symptoms,2018,https://movementdisorders.onlinelibrary.wiley.com/doi/10.1002/mds.27372,,MDS ©,restricted,neurology,high
