id,source,title,year,page_url,pdf_url_hint,license,commercial_use,clinical_domain,priority
ESC-STEMI-001,ESC,2023 ESC Guidelines for the management of acute coronary syndromes,2023,https://academic.oup.com/eurheartj/article/44/38/3720/7243210,,ESC,restricted-cds,cardiology_coronary,high
ESC-STEMI-002,ESC,2017 ESC Guidelines for the management of acute myocardial infarction in patients presenting with ST-segment elevation,2017,https://academic.oup.com/eurheartj/article/39/2/119/4095042,,ESC,restricted-cds,cardiology_coronary,high
ESC-NSTEMI-001,ESC,2020 ESC Guidelines for the management of ACS in patients presenting without persistent ST-segment elevation,2020,https://academic.oup.com/eurheartj/article/42/14/1289/5898842,,ESC,restricted-cds,cardiology_coronary,high
ESC-CCS-001,ESC,2024 ESC Guidelines for the management of chronic coronary syndromes,2024,https://academic.oup.com/eurheartj/article/45/36/3415/7747838,,ESC,restricted-cds,cardiology_coronary,high
ESC-CCS-002,ESC,2019 ESC Guidelines for the diagnosis and management of chronic coronary syndromes,2019,https://academic.oup.com/eurheartj/article/41/3/407/5556137,,ESC,restricted-cds,cardiology_coronary,high
ACC-CHESTPAIN-001,ACC,2021 AHA/ACC Guideline for the evaluation and diagnosis of chest pain,2021,https://www.jacc.org/doi/10.1016/j.jacc.2021.07.053,,ACC AHA,restricted-cds,cardiology_coronary,high
ACC-CCS-001,ACC,2023 AHA/ACC Guideline for the management of patients with chronic coronary disease,2023,https://www.jacc.org/doi/10.1016/j.jacc.2023.04.003,,ACC AHA,restricted-cds,cardiology_coronary,high
ACC-STEMI-001,ACC,2013 ACCF/AHA Guideline for the management of ST-elevation myocardial infarction,2013,https://www.jacc.org/doi/10.1016/j.jacc.2012.11.019,,ACC AHA,restricted-cds,cardiology_coronary,high
ACC-NSTEMI-001,ACC,2014 AHA/ACC Guideline for the management of patients with non-ST-elevation acute coronary syndromes,2014,https://www.jacc.org/doi/10.1016/j.jacc.2014.09.017,,ACC AHA,restricted-cds,cardiology_coronary,high
ACC-CABG-001,ACC,2021 ACC/AHA/SCAI Guideline for coronary artery revascularization,2021,https://www.jacc.org/doi/10.1016/j.jacc.2021.09.006,,ACC AHA,restricted-cds,cardiology_coronary,high
ESC-REVASC-001,ESC,2018 ESC/EACTS Guidelines on myocardial revascularization,2018,https://academic.oup.com/eurheartj/article/40/2/87/5079120,,ESC EACTS,restricted-cds,cardiology_coronary,high
ESC-DAPT-001,ESC,2017 ESC focused update on dual antiplatelet therapy in coronary artery disease,2017,https://academic.oup.com/eurheartj/article/39/3/213/4095043,,ESC,restricted-cds,cardiology_coronary,high
ACC-DAPT-001,ACC,2016 ACC/AHA Guideline focused update on duration of dual antiplatelet therapy,2016,https://www.jacc.org/doi/10.1016/j.jacc.2016.03.513,,ACC AHA,restricted-cds,cardiology_coronary,high
SCAI-PCI-001,SCAI,SCAI Expert consensus statement on optimization of PCI techniques,2023,https://www.jscai.org/article/S2772-9303(23)00280-5/fulltext,,SCAI,restricted-cds,cardiology_coronary,high
SCAI-RADIAL-001,SCAI,SCAI Best practices for transradial angiography and intervention,2021,https://www.jscai.org/article/S0735-1097(21)08137-9/fulltext,,SCAI,restricted-cds,cardiology_coronary,medium
SCAI-CARDSHOCK-001,SCAI,SCAI Clinical expert consensus statement on cardiogenic shock,2019,https://onlinelibrary.wiley.com/doi/10.1002/ccd.28329,,SCAI,restricted-cds,cardiology_coronary,high
SCAI-SHOCK-002,SCAI,SCAI SHOCK stage classification expert consensus update,2022,https://www.jscai.org/article/S0735-1097(22)01548-4/fulltext,,SCAI,restricted-cds,cardiology_coronary,high
AACVPR-CR-001,AACVPR,Core components of cardiac rehabilitation/secondary prevention programs 2024 update,2024,https://www.aacvpr.org/Resources/Resources-for-Professionals/Practice-Guidelines,,AACVPR,restricted-cds,cardiology_coronary,medium
ESC-CR-001,ESC,Secondary prevention through comprehensive cardiac rehabilitation EAPC position paper,2020,https://academic.oup.com/eurjpc/article/28/5/460/6358129,,ESC EAPC,restricted-cds,cardiology_coronary,medium
ACC-MICRO-001,ACC,Coronary microvascular dysfunction expert consensus,2020,https://www.jacc.org/doi/10.1016/j.jacc.2020.05.034,,ACC,restricted-cds,cardiology_coronary,medium
ESC-MINOCA-001,ESC,ESC working group position paper on MINOCA,2020,https://academic.oup.com/eurheartj/article/41/37/3504/5901512,,ESC,restricted-cds,cardiology_coronary,medium
ESC-HF-001,ESC,2021 ESC Guidelines for the diagnosis and treatment of acute and chronic heart failure,2021,https://academic.oup.com/eurheartj/article/42/36/3599/6358045,,ESC,restricted-cds,cardiology_hf,high
ESC-HF-002,ESC,2023 Focused update of the 2021 ESC Guidelines for heart failure,2023,https://academic.oup.com/eurheartj/article/44/37/3627/7246292,,ESC,restricted-cds,cardiology_hf,high
ACC-HF-001,ACC,2022 AHA/ACC/HFSA Guideline for the management of heart failure,2022,https://www.jacc.org/doi/10.1016/j.jacc.2021.12.012,,ACC AHA HFSA,restricted-cds,cardiology_hf,high
ACC-HF-002,ACC,2017 ACC/AHA/HFSA Focused update of the 2013 ACCF/AHA guideline for heart failure,2017,https://www.jacc.org/doi/10.1016/j.jacc.2017.04.025,,ACC AHA,restricted-cds,cardiology_hf,high
HFSA-HF-001,HFSA,HFSA Expert consensus on heart failure with preserved ejection fraction,2023,https://www.onlinejcf.com/article/S1071-9164(23)00100-6/fulltext,,HFSA,restricted-cds,cardiology_hf,high
HFA-AHF-001,HFA,Acute heart failure HFA position statement on management,2022,https://onlinelibrary.wiley.com/doi/10.1002/ejhf.2664,,HFA ESC,restricted-cds,cardiology_hf,high
HFA-CARDSHOCK-001,HFA,HFA position statement on cardiogenic shock,2020,https://onlinelibrary.wiley.com/doi/10.1002/ejhf.1922,,HFA ESC,restricted-cds,cardiology_hf,high
HFA-WORSENING-001,HFA,Worsening heart failure clinical consensus statement HFA-ESC,2023,https://onlinelibrary.wiley.com/doi/10.1002/ejhf.3024,,HFA ESC,restricted-cds,cardiology_hf,high
HFA-ADVANCED-001,HFA,Advanced heart failure HFA position statement on diagnosis and treatment,2018,https://onlinelibrary.wiley.com/doi/10.1002/ejhf.1236,,HFA ESC,restricted-cds,cardiology_hf,high
ESC-CARDMYO-001,ESC,2023 ESC Guidelines for the management of cardiomyopathies,2023,https://academic.oup.com/eurheartj/article/44/37/3503/7246608,,ESC,restricted-cds,cardiology_hf,high
ESC-HCM-001,ESC,2014 ESC Guidelines on diagnosis and management of hypertrophic cardiomyopathy,2014,https://academic.oup.com/eurheartj/article/35/39/2733/424662,,ESC,restricted-cds,cardiology_hf,high
ACC-HCM-001,ACC,2024 AHA/ACC/AMSSM/HRS/PACES/SCMR Guideline for hypertrophic cardiomyopathy,2024,https://www.jacc.org/doi/10.1016/j.jacc.2024.02.014,,ACC AHA,restricted-cds,cardiology_hf,high
ACC-HCM-002,ACC,2020 AHA/ACC Guideline for the diagnosis and treatment of hypertrophic cardiomyopathy,2020,https://www.jacc.org/doi/10.1016/j.jacc.2020.08.045,,ACC AHA,restricted-cds,cardiology_hf,high
HRS-ARVC-001,HRS,2019 HRS expert consensus statement on evaluation risk stratification and management of arrhythmogenic cardiomyopathy,2019,https://www.heartrhythmjournal.com/article/S1547-5271(19)30556-2/fulltext,,HRS,restricted-cds,cardiology_hf,high
ESC-AMYLOID-001,ESC,ESC position statement on cardiac amyloidosis,2021,https://academic.oup.com/eurheartj/article/42/16/1554/6273862,,ESC,restricted-cds,cardiology_hf,high
ACC-AMYLOID-001,ACC,2023 ACC expert consensus decision pathway for cardiac amyloidosis,2023,https://www.jacc.org/doi/10.1016/j.jacc.2022.11.022,,ACC,restricted-cds,cardiology_hf,high
ACMG-AMYLOID-001,ACMG,ACMG practice resource hereditary transthyretin amyloidosis,2023,https://www.gimjournal.org/article/S1098-3600(23)00012-X/fulltext,,ACMG,restricted-cds,cardiology_hf,medium
ESC-PH-001,ESC,2022 ESC/ERS Guidelines for the diagnosis and treatment of pulmonary hypertension,2022,https://academic.oup.com/eurheartj/article/43/38/3618/6673929,,ESC ERS,restricted-cds,cardiology_hf,high
ACCP-PH-001,ACCP,CHEST guideline on therapy for pulmonary arterial hypertension in adults,2019,https://journal.chestnet.org/article/S0012-3692(18)32687-3/fulltext,,ACCP,restricted-cds,cardiology_hf,high
ATS-PH-001,ATS,ATS clinical practice guideline pharmacologic therapy for pulmonary arterial hypertension,2024,https://www.atsjournals.org/doi/10.1164/rccm.202311-2114ST,,ATS,restricted-cds,cardiology_hf,high
ESC-AF-001,ESC,2024 ESC Guidelines for the management of atrial fibrillation,2024,https://academic.oup.com/eurheartj/article/45/36/3314/7738850,,ESC,restricted-cds,cardiology_arrhythmia,high
