id,source,title,year,page_url,pdf_url_hint,license,commercial_use,clinical_domain,priority
AAOS-001,AAOS,Hip Osteoarthritis Treatment,2023,https://www.aaos.org/quality/quality-programs/lower-extremity-programs/hip-osteoarthritis/,,AAOS ©,restricted,orthopedics,high
AAOS-002,AAOS,Knee Osteoarthritis Treatment Non-Surgical,2021,https://www.aaos.org/quality/quality-programs/lower-extremity-programs/osteoarthritis-of-the-knee/,,AAOS ©,restricted,orthopedics,high
AAOS-003,AAOS,Anterior Cruciate Ligament Injuries,2022,https://www.aaos.org/quality/quality-programs/lower-extremity-programs/acl-injuries/,,AAOS ©,restricted,orthopedics,medium
AAOS-004,AAOS,Hip Fractures in Older Adults,2021,https://www.aaos.org/quality/quality-programs/lower-extremity-programs/hip-fractures-in-the-elderly/,,AAOS ©,restricted,orthopedics,high
AAOS-005,AAOS,Distal Radius Fractures,2020,https://www.aaos.org/quality/quality-programs/upper-extremity-programs/distal-radius-fractures/,,AAOS ©,restricted,orthopedics,medium
AAOS-006,AAOS,Carpal Tunnel Syndrome,2024,https://www.aaos.org/quality/quality-programs/upper-extremity-programs/carpal-tunnel-syndrome/,,AAOS ©,restricted,orthopedics,medium
AAOS-007,AAOS,Rotator Cuff Injuries Treatment,2019,https://www.aaos.org/quality/quality-programs/upper-extremity-programs/rotator-cuff-injuries/,,AAOS ©,restricted,orthopedics,medium
AAOS-008,AAOS,Pediatric Supracondylar Humerus Fractures,2024,https://www.aaos.org/quality/quality-programs/pediatric-programs/pediatric-supracondylar-humerus-fractures/,,AAOS ©,restricted,orthopedics,medium
AUA-001,AUA,Localized Prostate Cancer Management,2022,https://www.auanet.org/guidelines-and-quality/guidelines/clinically-localized-prostate-cancer,,AUA ©,restricted,urology,high
AUA-002,AUA,Benign Prostatic Hyperplasia,2023,https://www.auanet.org/guidelines-and-quality/guidelines/benign-prostatic-hyperplasia-(bph)-guideline,,AUA ©,restricted,urology,high
AUA-003,AUA,Bladder Cancer Management,2024,https://www.auanet.org/guidelines-and-quality/guidelines/bladder-cancer-non-muscle-invasive-guideline,,AUA ©,restricted,urology,high
AUA-004,AUA,Kidney Stones Management,2024,https://www.auanet.org/guidelines-and-quality/guidelines/surgical-management-of-stones-(2024)-guideline,,AUA ©,restricted,urology,high
AUA-005,AUA,Erectile Dysfunction Treatment,2018,https://www.auanet.org/guidelines-and-quality/guidelines/erectile-dysfunction-(ed)-guideline,,AUA ©,restricted,urology,medium
AUA-006,AUA,Urinary Incontinence Adult Female,2023,https://www.auanet.org/guidelines-and-quality/guidelines/incontinence-after-prostate-treatment,,AUA ©,restricted,urology,high
AUA-007,AUA,Recurrent Urinary Tract Infections,2022,https://www.auanet.org/guidelines-and-quality/guidelines/recurrent-uti,,AUA ©,restricted,urology,high
AUA-008,AUA,Microscopic Hematuria,2020,https://www.auanet.org/guidelines-and-quality/guidelines/microhematuria,,AUA ©,restricted,urology,medium
EAU-001,EAU,Prostate Cancer Treatment,2024,https://uroweb.org/guidelines/prostate-cancer,,EAU ©,restricted,urology,high
EAU-002,EAU,Renal Cell Carcinoma,2024,https://uroweb.org/guidelines/renal-cell-carcinoma,,EAU ©,restricted,urology,high
EAU-003,EAU,Bladder Cancer Non-Muscle Invasive,2024,https://uroweb.org/guidelines/non-muscle-invasive-bladder-cancer,,EAU ©,restricted,urology,high
EAU-004,EAU,Urological Trauma,2023,https://uroweb.org/guidelines/urological-trauma,,EAU ©,restricted,urology,medium
EAU-005,EAU,Male Lower Urinary Tract Symptoms,2024,https://uroweb.org/guidelines/management-of-non-neurogenic-male-luts,,EAU ©,restricted,urology,high
EAU-006,EAU,Urolithiasis Management,2024,https://uroweb.org/guidelines/urolithiasis,,EAU ©,restricted,urology,high
EAU-007,EAU,Urological Infections,2024,https://uroweb.org/guidelines/urological-infections,,EAU ©,restricted,urology,high
EAU-008,EAU,Sexual and Reproductive Health,2024,https://uroweb.org/guidelines/sexual-and-reproductive-health,,EAU ©,restricted,urology,medium
AAO-001,AAO,Diabetic Retinopathy PPP,2024,https://www.aao.org/preferred-practice-pattern/diabetic-retinopathy-ppp,,AAO ©,restricted,ophthalmology,high
