id,source,title,year,page_url,pdf_url_hint,license,commercial_use,clinical_domain,priority
KDIGO-CKD-001,KDIGO,KDIGO 2024 Clinical Practice Guideline for Evaluation and Management of CKD,2024,https://kdigo.org/guidelines/ckd-evaluation-and-management/,,KDIGO,restricted-cds,nephrology_ckd,high
KDIGO-CKD-002,KDIGO,KDIGO 2012 Clinical Practice Guideline for Evaluation and Management of CKD,2013,https://kdigo.org/guidelines/ckd-evaluation-and-management/,,KDIGO,restricted-cds,nephrology_ckd,high
KDOQI-CKD-001,KDOQI,KDOQI Clinical Practice Guideline for Nutrition in CKD 2020 Update,2020,https://www.kidney.org/professionals/guidelines/guidelines_commentaries/nutrition-ckd,,KDOQI,restricted-cds,nephrology_ckd,high
KDOQI-CKD-002,KDOQI,KDOQI Commentary on KDIGO CKD Evaluation and Management Guideline,2014,https://www.kidney.org/professionals/guidelines/guidelines_commentaries,,KDOQI,restricted-cds,nephrology_ckd,high
NICE-CKD-001,NICE,NICE NG203 Chronic kidney disease assessment and management,2021,https://www.nice.org.uk/guidance/ng203,,NICE,restricted-cds,nephrology_ckd,high
KDIGO-ANEMIA-001,KDIGO,KDIGO Clinical Practice Guideline for Anemia in CKD,2012,https://kdigo.org/guidelines/anemia-in-ckd/,,KDIGO,restricted-cds,nephrology_ckd,high
KDOQI-ANEMIA-001,KDOQI,KDOQI Commentary on Anemia Management in CKD Updated,2013,https://www.kidney.org/professionals/guidelines/guidelines_commentaries/anemia,,KDOQI,restricted-cds,nephrology_ckd,high
KDIGO-MBD-001,KDIGO,KDIGO 2017 CKD-MBD Update Guideline,2017,https://kdigo.org/guidelines/ckd-mbd/,,KDIGO,restricted-cds,nephrology_ckd,high
KDIGO-MBD-002,KDIGO,KDIGO Clinical Practice Guideline CKD Mineral and Bone Disorder,2009,https://kdigo.org/guidelines/ckd-mbd/,,KDIGO,restricted-cds,nephrology_ckd,medium
KDIGO-DM-001,KDIGO,KDIGO 2022 Clinical Practice Guideline for Diabetes Management in CKD,2022,https://kdigo.org/guidelines/diabetes-ckd/,,KDIGO,restricted-cds,nephrology_ckd,high
ADA-CKD-001,ADA,ADA Standards of Care Diabetes Chronic Kidney Disease and Risk Management,2024,https://diabetesjournals.org/care/issue/47/Supplement_1,,ADA,restricted-cds,nephrology_ckd,high
KDIGO-HTN-001,KDIGO,KDIGO 2021 Clinical Practice Guideline for Management of Blood Pressure in CKD,2021,https://kdigo.org/guidelines/blood-pressure-in-ckd/,,KDIGO,restricted-cds,nephrology_ckd,high
KDIGO-LIPID-001,KDIGO,KDIGO Clinical Practice Guideline for Lipid Management in CKD,2013,https://kdigo.org/guidelines/lipids/,,KDIGO,restricted-cds,nephrology_ckd,medium
ESPEN-CKD-001,ESPEN,ESPEN Guideline on Clinical Nutrition Hospitalized Patients with Acute or Chronic Kidney Disease,2021,https://www.espen.org/guidelines-home,,ESPEN,restricted-cds,nephrology_ckd,medium
