id,source,title,year,page_url,pdf_url_hint,license,commercial_use,clinical_domain,priority
AAO-PPP-CAT-001,AAO,AAO PPP cataract in the adult eye,2021,https://www.aao.org/preferred-practice-pattern/cataract-in-adult-eye-ppp-2021,,AAO PPP,restricted-cds,ophthalmology_anterior,high
AAO-PPP-CAT-002,AAO,AAO PPP cataract pediatric evaluation and management,2022,https://www.aao.org/preferred-practice-pattern/pediatric-cataract-ppp,,AAO PPP,restricted-cds,ophthalmology_pediatric,high
ESCRS-CAT-001,ESCRS,ESCRS guidelines for prevention and treatment of endophthalmitis,2013,https://www.escrs.org/endophthalmitis,,ESCRS,restricted-cds,ophthalmology_anterior,high
ESCRS-CAT-002,ESCRS,ESCRS clinical trends survey on cataract refractive procedures,2023,https://www.escrs.org/publications/clinical-trends-survey,,ESCRS,restricted-cds,ophthalmology_anterior,medium
ESCRS-CAT-003,ESCRS,ESCRS PREMED study perioperative cystoid macular edema prevention,2018,https://www.escrs.org/research/premed-study,,ESCRS,restricted-cds,ophthalmology_anterior,high
ESCRS-CAT-004,ESCRS,ESCRS guidelines for femtosecond laser-assisted cataract surgery,2020,https://www.escrs.org/guidelines/flacs,,ESCRS,restricted-cds,ophthalmology_anterior,medium
RCOPHTH-CAT-001,RCOphth,RCOphth cataract surgery guidelines,2018,https://www.rcophth.ac.uk/wp-content/uploads/2021/08/Cataract-Surgery-Guidelines-2018-1.pdf,,RCOphth,restricted-cds,ophthalmology_anterior,high
RCOPHTH-CAT-002,RCOphth,RCOphth managing posterior capsular rupture during cataract surgery,2020,https://www.rcophth.ac.uk/clinical-guidelines/,,RCOphth,restricted-cds,ophthalmology_anterior,medium
ASCRS-LASIK-001,ASCRS,ASCRS clinical practice guideline LASIK and screening for refractive surgery,2022,https://ascrs.org/clinical-resources/clinical-practice-guidelines,,ASCRS,restricted-cds,ophthalmology_anterior,high
ASCRS-LASIK-002,ASCRS,ASCRS guidelines for management of post-refractive surgery ectasia,2021,https://ascrs.org/clinical-resources,,ASCRS,restricted-cds,ophthalmology_anterior,high
ASCRS-SMILE-001,ASCRS,ASCRS SMILE small incision lenticule extraction position paper,2023,https://ascrs.org/clinical-resources,,ASCRS,restricted-cds,ophthalmology_anterior,medium
ESCRS-REFR-001,ESCRS,ESCRS guidelines for refractive surgery patient selection,2019,https://www.escrs.org/guidelines/refractive,,ESCRS,restricted-cds,ophthalmology_anterior,high
AAO-PPP-REFR-001,AAO,AAO PPP refractive errors and refractive surgery,2022,https://www.aao.org/preferred-practice-pattern/refractive-errors-refractive-surgery-ppp,,AAO PPP,restricted-cds,ophthalmology_anterior,high
AAO-PPP-COR-001,AAO,AAO PPP bacterial keratitis,2018,https://www.aao.org/preferred-practice-pattern/bacterial-keratitis-ppp,,AAO PPP,restricted-cds,ophthalmology_anterior,high
AAO-PPP-COR-002,AAO,AAO PPP corneal ectasia,2018,https://www.aao.org/preferred-practice-pattern/corneal-ectasia-ppp-2018,,AAO PPP,restricted-cds,ophthalmology_anterior,high
AAO-PPP-COR-003,AAO,AAO PPP corneal edema and opacification,2018,https://www.aao.org/preferred-practice-pattern/corneal-edema-opacification-ppp-2018,,AAO PPP,restricted-cds,ophthalmology_anterior,high
EUCORNEA-KC-001,EuCornea,EuCornea consensus on keratoconus diagnosis and management,2021,https://www.eucornea.org/guidelines,,EuCornea,restricted-cds,ophthalmology_anterior,high
EUCORNEA-CXL-001,EuCornea,EuCornea guidelines for corneal cross-linking in progressive keratoconus,2020,https://www.eucornea.org/guidelines/cxl,,EuCornea,restricted-cds,ophthalmology_anterior,high
EUCORNEA-DYS-001,EuCornea,EuCornea Fuchs endothelial corneal dystrophy management,2019,https://www.eucornea.org/guidelines/dystrophies,,EuCornea,restricted-cds,ophthalmology_anterior,medium
EUCORNEA-HSV-001,EuCornea,EuCornea consensus on herpes simplex keratitis,2020,https://www.eucornea.org/guidelines/hsv,,EuCornea,restricted-cds,ophthalmology_anterior,high
TFOS-DEWS-001,TFOS,TFOS DEWS II definition and classification of dry eye disease,2017,https://www.tearfilm.org/dewsii-definitionclassification/,,TFOS,restricted-cds,ophthalmology_anterior,high
TFOS-DEWS-002,TFOS,TFOS DEWS II diagnostic methodology report,2017,https://www.tearfilm.org/dewsii-diagnosticmethodology/,,TFOS,restricted-cds,ophthalmology_anterior,high
TFOS-DEWS-003,TFOS,TFOS DEWS II management and therapy report,2017,https://www.tearfilm.org/dewsii-managementtherapy/,,TFOS,restricted-cds,ophthalmology_anterior,high
TFOS-DEWS-004,TFOS,TFOS DEWS II pain and sensation report,2017,https://www.tearfilm.org/dewsii-painsensation/,,TFOS,restricted-cds,ophthalmology_anterior,medium
TFOS-DEWS-005,TFOS,TFOS DEWS II tear film report,2017,https://www.tearfilm.org/dewsii-tearfilm/,,TFOS,restricted-cds,ophthalmology_anterior,medium
TFOS-LIFESTYLE-001,TFOS,TFOS Lifestyle workshop digital environment and dry eye,2023,https://www.tearfilm.org/lifestyle/,,TFOS,restricted-cds,ophthalmology_anterior,medium
AAO-PPP-DRY-001,AAO,AAO PPP dry eye syndrome,2018,https://www.aao.org/preferred-practice-pattern/dry-eye-syndrome-ppp-2018,,AAO PPP,restricted-cds,ophthalmology_anterior,high
AAO-PPP-CONJ-001,AAO,AAO PPP conjunctivitis,2018,https://www.aao.org/preferred-practice-pattern/conjunctivitis-ppp-2018,,AAO PPP,restricted-cds,ophthalmology_anterior,high
AAO-PPP-BLE-001,AAO,AAO PPP blepharitis,2018,https://www.aao.org/preferred-practice-pattern/blepharitis-ppp-2018,,AAO PPP,restricted-cds,ophthalmology_anterior,medium
