id,source,title,year,page_url,pdf_url_hint,license,commercial_use,clinical_domain,priority
ASPS-BREAST-001,ASPS,Evidence-Based Clinical Practice Guideline Breast Reconstruction with Expanders and Implants,2022,https://www.plasticsurgery.org/for-medical-professionals/quality-and-health-policy/evidence-based-guidelines-practice-parameters,,Proprietary,restricted-cds,plastic_reconstruction,high
ASPS-BREAST-002,ASPS,Evidence-Based Clinical Practice Guideline Autologous Breast Reconstruction with DIEP or Pedicled TRAM,2023,https://www.plasticsurgery.org/for-medical-professionals/quality-and-health-policy/evidence-based-guidelines-practice-parameters,,Proprietary,restricted-cds,plastic_reconstruction,high
ASPS-BREAST-003,ASPS,Practice Parameter for Reduction Mammoplasty,2022,https://www.plasticsurgery.org/for-medical-professionals/quality-and-health-policy/evidence-based-guidelines-practice-parameters,,Proprietary,restricted-cds,plastic_reconstruction,high
ASPS-BREAST-004,ASPS,Genetic Testing for BRCA1 BRCA2 in Breast Reconstruction Candidates,2021,https://www.plasticsurgery.org/for-medical-professionals/quality-and-health-policy,,Proprietary,restricted-cds,plastic_reconstruction,medium
ASPS-BREAST-005,ASPS,Acellular Dermal Matrix in Breast Reconstruction Practice Advisory,2020,https://www.plasticsurgery.org/for-medical-professionals/quality-and-health-policy,,Proprietary,restricted-cds,plastic_reconstruction,medium
ASPS-BIA-ALCL-001,ASPS,BIA-ALCL Breast Implant Associated Anaplastic Large Cell Lymphoma Resources,2023,https://www.plasticsurgery.org/patient-safety/breast-implant-safety/bia-alcl-physician-resources,,Proprietary,restricted-cds,plastic_reconstruction,high
ASPS-AESTHETIC-001,ASPS,Practice Advisory on Liposuction,2022,https://www.plasticsurgery.org/for-medical-professionals/quality-and-health-policy,,Proprietary,restricted-cds,plastic_aesthetic,high
ASPS-AESTHETIC-002,ASPS,Patient Safety Practice Advisory on Abdominoplasty,2021,https://www.plasticsurgery.org/for-medical-professionals/quality-and-health-policy,,Proprietary,restricted-cds,plastic_aesthetic,high
ASPS-AESTHETIC-003,ASPS,Practice Advisory on Body Contouring Following Massive Weight Loss,2020,https://www.plasticsurgery.org/for-medical-professionals/quality-and-health-policy,,Proprietary,restricted-cds,plastic_aesthetic,high
ASPS-AESTHETIC-004,ASPS,Practice Parameter for Augmentation Mammoplasty,2022,https://www.plasticsurgery.org/for-medical-professionals/quality-and-health-policy,,Proprietary,restricted-cds,plastic_aesthetic,high
ASPS-AESTHETIC-005,ASPS,Practice Advisory on Gluteal Fat Grafting,2023,https://www.plasticsurgery.org/for-medical-professionals/quality-and-health-policy,,Proprietary,restricted-cds,plastic_aesthetic,high
ASPS-AESTHETIC-006,ASPS,Practice Advisory on Rhytidectomy Facelift,2021,https://www.plasticsurgery.org/for-medical-professionals/quality-and-health-policy,,Proprietary,restricted-cds,plastic_aesthetic,medium
ASPS-AESTHETIC-007,ASPS,Practice Advisory on Blepharoplasty,2020,https://www.plasticsurgery.org/for-medical-professionals/quality-and-health-policy,,Proprietary,restricted-cds,plastic_aesthetic,medium
ASPS-VTE-001,ASPS,Venous Thromboembolism Prophylaxis Recommendations in Plastic Surgery,2022,https://www.plasticsurgery.org/for-medical-professionals/quality-and-health-policy,,Proprietary,restricted-cds,plastic_reconstruction,high
ASPS-MICRO-001,ASPS,Evidence-Based Practice Parameter for Microsurgical Free Flap Reconstruction,2022,https://www.plasticsurgery.org/for-medical-professionals/quality-and-health-policy,,Proprietary,restricted-cds,plastic_reconstruction,high
ASPS-LE-001,ASPS,Practice Parameter for Lower Extremity Reconstruction,2021,https://www.plasticsurgery.org/for-medical-professionals/quality-and-health-policy,,Proprietary,restricted-cds,plastic_reconstruction,medium
ASPS-PEDS-001,ASPS,Pediatric Plastic Surgery Practice Advisory Cleft and Craniofacial,2023,https://www.plasticsurgery.org/for-medical-professionals/quality-and-health-policy,,Proprietary,restricted-cds,plastic_pediatric,high
ASPS-FACIAL-001,ASPS,Facial Reanimation Practice Advisory,2022,https://www.plasticsurgery.org/for-medical-professionals/quality-and-health-policy,,Proprietary,restricted-cds,plastic_reconstruction,medium
ASAPS-AESTHETIC-001,ASAPS,Aesthetic Society Position on Cosmetic Medicine Patient Safety,2022,https://www.theaestheticsociety.org/medical-professionals/practice-resources,,Proprietary,restricted,plastic_aesthetic,medium
ASAPS-MEMBER-001,ASAPS,Aesthetic Surgery Journal Best Practices in Mommy Makeover,2021,https://academic.oup.com/asj,,Proprietary,restricted,plastic_aesthetic,medium
ISAPS-GLOBAL-001,ISAPS,International Society of Aesthetic Plastic Surgery Global Survey on Aesthetic Procedures,2023,https://www.isaps.org/discover/about-isaps/global-statistics/,,Proprietary,restricted,plastic_aesthetic,medium
ISAPS-SAFETY-001,ISAPS,ISAPS Patient Safety Standards in Aesthetic Surgery,2022,https://www.isaps.org/medical-professionals/isaps-standards/,,Proprietary,restricted,plastic_aesthetic,medium
BAPRAS-TRAUMA-001,BAPRAS,Standards for Management of Open Lower Limb Fractures BOAST,2020,https://www.bapras.org.uk/professionals/clinical-guidance,,Proprietary,restricted-cds,plastic_reconstruction,high
BAPRAS-HAND-001,BAPRAS,BAPRAS Standards for Hand Trauma Care,2021,https://www.bapras.org.uk/professionals/clinical-guidance,,Proprietary,restricted-cds,plastic_reconstruction,high
BAPRAS-MELANOMA-001,BAPRAS,UK Guidelines for Management of Cutaneous Melanoma BAPRAS BAD,2022,https://www.bapras.org.uk/professionals/clinical-guidance,,Proprietary,restricted-cds,plastic_reconstruction,high
BAPRAS-RECON-001,BAPRAS,National Plastic Surgery Outcomes for Microsurgical Breast Reconstruction,2021,https://www.bapras.org.uk/professionals/audit-research,,Proprietary,restricted-cds,plastic_reconstruction,medium
BAAPS-COSMETIC-001,BAAPS,BAAPS Cosmetic Surgery Safety Guidelines,2022,https://baaps.org.uk/professionals/professional_guidelines.aspx,,Proprietary,restricted,plastic_aesthetic,medium
ASRM-MICRO-001,ASRM,American Society for Reconstructive Microsurgery Position Statement on Free Flap Monitoring,2021,https://www.microsurg.org/clinical-resources/,,Proprietary,restricted-cds,plastic_reconstruction,high
ASRM-MICRO-002,ASRM,ASRM Recommendations on Antithrombotic Therapy in Microsurgery,2022,https://www.microsurg.org/clinical-resources/,,Proprietary,restricted-cds,plastic_reconstruction,high
ASRM-LYMPH-001,ASRM,ASRM Position on Lymphedema Microsurgical Treatment LVA and VLNT,2023,https://www.microsurg.org/clinical-resources/,,Proprietary,restricted-cds,plastic_reconstruction,high
AAHS-HAND-001,AAHS,American Association for Hand Surgery Clinical Recommendations,2022,https://handsurgery.org/clinical-practice/,,Proprietary,restricted-cds,plastic_reconstruction,medium
ASBRS-RECON-001,ASBRS,Consensus Guideline on Breast Reconstruction Following Mastectomy,2021,https://www.breastsurgeons.org/resources/statements,,Proprietary,restricted-cds,plastic_reconstruction,high
ASBRS-RECON-002,ASBRS,Position Statement on Nipple-Sparing Mastectomy,2022,https://www.breastsurgeons.org/resources/statements,,Proprietary,restricted-cds,plastic_reconstruction,high
EURAPS-CRANIO-001,EURAPS,European Association of Plastic Surgeons Position on Craniofacial Reconstruction,2021,https://www.euraps.org/,,Proprietary,restricted-cds,plastic_pediatric,medium
ICOMS-CLEFT-001,ICOMS,International Confederation Cleft Lip Palate Standards of Care,2022,https://www.icoms.com/,,Proprietary,restricted-cds,plastic_pediatric,high
ISCFS-CRANIO-001,ISCFS,International Society of Craniofacial Surgery Standards for Craniosynostosis,2021,https://iscfs.org/,,Proprietary,restricted-cds,plastic_pediatric,high
ISHRS-HAIR-001,ISHRS,International Society of Hair Restoration Surgery Practice Census Guidelines,2023,https://ishrs.org/,,Proprietary,restricted,plastic_aesthetic,medium
ISHRS-HAIR-002,ISHRS,ISHRS Position on Black Market Hair Restoration Safety,2022,https://ishrs.org/,,Proprietary,restricted,plastic_aesthetic,medium
ASDS-FILLER-001,ASDS,Consensus Recommendations for the Use of Soft Tissue Fillers,2021,https://www.asds.net/medical-professionals/clinical-resources,,Proprietary,restricted-cds,plastic_aesthetic,high
ASDS-BOTOX-001,ASDS,Consensus Recommendations for Botulinum Toxin in Aesthetic Practice,2022,https://www.asds.net/medical-professionals/clinical-resources,,Proprietary,restricted-cds,plastic_aesthetic,high
ASDS-LASER-001,ASDS,Position on Laser and Energy-Based Devices Safety,2021,https://www.asds.net/medical-professionals/clinical-resources,,Proprietary,restricted-cds,plastic_aesthetic,medium
AAFPRS-FACE-001,AAFPRS,Position Statements on Facial Plastic Surgery Procedures,2022,https://www.aafprs.org/Medical_Professionals/clinical_resources,,Proprietary,restricted,plastic_aesthetic,medium
ASLMS-LASER-001,ASLMS,American Society for Laser Medicine and Surgery Standards of Care,2021,https://www.aslms.org/for-professionals,,Proprietary,restricted-cds,plastic_aesthetic,medium
NPIAP-PI-001,NPIAP,Prevention and Treatment of Pressure Ulcers Injuries Clinical Practice Guideline,2019,https://npiap.com/page/2019Guideline,,Proprietary,restricted-cds,wound_pressure,high
NPIAP-PI-002,NPIAP,NPIAP Pressure Injury Staging System Updated,2020,https://npiap.com/page/PressureInjuryStages,,Proprietary,restricted-cds,wound_pressure,high
NPIAP-PI-003,NPIAP,Best Practices for Prevention of Medical Device Related Pressure Injuries,2020,https://npiap.com/page/Resources,,Proprietary,restricted-cds,wound_pressure,medium
NPIAP-PI-004,NPIAP,Position Statement on Support Surfaces for Pressure Injury Prevention,2021,https://npiap.com/page/Resources,,Proprietary,restricted-cds,wound_pressure,medium
NPIAP-PI-005,NPIAP,Pressure Injuries in Pediatric and Neonatal Populations Position Paper,2020,https://npiap.com/page/Resources,,Proprietary,restricted-cds,wound_pressure,medium
NPIAP-PI-006,NPIAP,Unavoidable Pressure Injury Position Paper,2020,https://npiap.com/page/Resources,,Proprietary,restricted-cds,wound_pressure,medium
NPIAP-PI-007,NPIAP,Pressure Injuries in Patients with Dark Skin Tones Position Paper,2022,https://npiap.com/page/Resources,,Proprietary,restricted-cds,wound_pressure,high
EPUAP-PI-001,EPUAP,European Pressure Ulcer Advisory Panel International Guideline on Prevention and Treatment,2019,https://www.epuap.org/pu-guidelines/,,Proprietary,restricted-cds,wound_pressure,high
EPUAP-PI-002,EPUAP,Quick Reference Guide for Pressure Injury Prevention,2019,https://www.epuap.org/pu-guidelines/,,Proprietary,restricted-cds,wound_pressure,high
PPPIA-PI-001,PPPIA,Pan Pacific Pressure Injury Alliance International Pressure Injury Guideline,2019,https://www.pppia.org/,,Proprietary,restricted-cds,wound_pressure,high
EWMA-DEBRIDE-001,EWMA,Debridement Document Updated Position on Wound Bed Preparation,2022,https://ewma.org/what-we-do/projects-and-publications/,,CC-BY-NC-ND,restricted-cds,wound_pressure,high
EWMA-NPWT-001,EWMA,Negative Pressure Wound Therapy Recommendations Document,2020,https://ewma.org/what-we-do/projects-and-publications/,,CC-BY-NC-ND,restricted-cds,wound_pressure,high
EWMA-DFU-001,EWMA,Best Practice for the Management of Diabetic Foot Ulcers,2023,https://ewma.org/what-we-do/projects-and-publications/,,CC-BY-NC-ND,restricted-cds,wound_diabetic,high
EWMA-INFECT-001,EWMA,Position Document Wound Infection in Clinical Practice,2022,https://ewma.org/what-we-do/projects-and-publications/,,CC-BY-NC-ND,restricted-cds,wound_infection,high
EWMA-BIOFILM-001,EWMA,Position Document Biofilms Made Easy,2017,https://ewma.org/what-we-do/projects-and-publications/,,CC-BY-NC-ND,restricted-cds,wound_infection,medium
EWMA-VLU-001,EWMA,Management of Venous Leg Ulcers Best Practice Statement,2021,https://ewma.org/what-we-do/projects-and-publications/,,CC-BY-NC-ND,restricted-cds,wound_venous,high
EWMA-COMPRESS-001,EWMA,Compression Therapy Position Document,2020,https://ewma.org/what-we-do/projects-and-publications/,,CC-BY-NC-ND,restricted-cds,wound_venous,high
