id,source,title,year,page_url,pdf_url_hint,license,commercial_use,clinical_domain,priority
MSF-001,MSF,Clinical Guidelines Diagnosis Treatment Field,2024,https://medicalguidelines.msf.org/en/clinical,,MSF Open Access,allowed,humanitarian,high
MSF-002,MSF,Essential Drugs Pocket Edition,2024,https://medicalguidelines.msf.org/en/essential-drugs,,MSF Open Access,allowed,humanitarian,high
MSF-003,MSF,Tuberculosis Treatment Practical Guide,2023,https://medicalguidelines.msf.org/en/tuberculosis,,MSF Open Access,allowed,tropical_diseases,high
MSF-004,MSF,Cholera Outbreak Management Field Guide,2023,https://medicalguidelines.msf.org/en/cholera,,MSF Open Access,allowed,tropical_diseases,high
MSF-005,MSF,Refugee Health Emergency Care,2024,https://medicalguidelines.msf.org/en/refugee-health,,MSF Open Access,allowed,humanitarian,high
MSF-006,MSF,Obstetrics Emergency Tropical Setting,2023,https://medicalguidelines.msf.org/en/obstetrics-tropical,,MSF Open Access,allowed,humanitarian,high
MSF-007,MSF,Mental Health Disaster Conflict Setting,2024,https://medicalguidelines.msf.org/en/mental-health-emergencies,,MSF Open Access,allowed,humanitarian,high
MSF-008,MSF,Pediatric Emergency Care Resource-Limited,2024,https://medicalguidelines.msf.org/en/pediatrics,,MSF Open Access,allowed,pediatrics,high
ICRC-001,ICRC,War Surgery Working Surgeon Conflict,2009,https://www.icrc.org/en/publication/0973-war-surgery-working-surgeon-armed-conflict,,ICRC ©,restricted,humanitarian,high
ICRC-002,ICRC,Emergency Care Disaster Setting,2018,https://www.icrc.org/en/publication/4458-emergency-disasters-and-conflicts,,ICRC ©,restricted,humanitarian,high
ICRC-003,ICRC,Healthcare in Danger,2020,https://www.icrc.org/en/publication/4319-health-care-danger-violence-against-health-care,,ICRC ©,restricted,humanitarian,high
SPHERE-001,Sphere,Humanitarian Charter Minimum Standards,2018,https://spherestandards.org/handbook-2018/,,Sphere CC BY-NC-ND,restricted,humanitarian,high
SPHERE-002,Sphere,WASH Water Sanitation Hygiene Standards,2018,https://spherestandards.org/handbook-2018/,,Sphere CC BY-NC-ND,restricted,humanitarian,high
SPHERE-003,Sphere,Food Security Nutrition Standards,2018,https://spherestandards.org/handbook-2018/,,Sphere CC BY-NC-ND,restricted,humanitarian,high
SPHERE-004,Sphere,Health Systems Standards,2018,https://spherestandards.org/handbook-2018/,,Sphere CC BY-NC-ND,restricted,humanitarian,high
WHO-IMCI-001,WHO-IMCI,IMCI Chart Booklet Children 2 Months 5 Years,2014,https://www.who.int/publications/i/item/9789241506823,,CC BY-NC-SA 3.0 IGO,restricted,pediatrics,high
WHO-IMCI-002,WHO-IMCI,IMCI Distance Learning Course Module 1,2014,https://www.who.int/publications/i/item/imci-distance-learning-course,,CC BY-NC-SA 3.0 IGO,restricted,pediatrics,high
WHO-IMCI-003,WHO-IMCI,Hospital Care Children Pocket Book,2013,https://www.who.int/publications/i/item/978-92-4-154837-3,,CC BY-NC-SA 3.0 IGO,restricted,pediatrics,high
WHO-IMCI-004,WHO-IMCI,IMCI for Sick Newborns and Young Infants,2019,https://www.who.int/publications/i/item/imci-young-infants,,CC BY-NC-SA 3.0 IGO,restricted,pediatrics,high
WHO-IMCI-005,WHO-IMCI,Newborn Care Up to Six Days Birth,2018,https://www.who.int/publications/i/item/9789241546225,,CC BY-NC-SA 3.0 IGO,restricted,pediatrics,high
