id,source,title,year,page_url,pdf_url_hint,license,commercial_use,clinical_domain,priority
ACG-GERD-001,ACG,ACG Clinical Guideline for the Diagnosis and Management of Gastroesophageal Reflux Disease,2022,https://journals.lww.com/ajg/fulltext/2022/01000/acg_clinical_guideline_for_the_diagnosis_and.14.aspx,,ACG,restricted-cds,gastro_esophagus,high
AGA-GERD-001,AGA,AGA Clinical Practice Update on Personalized Approach to GERD,2022,https://www.gastrojournal.org/article/S0016-5085(22)00171-9/fulltext,,AGA,restricted-cds,gastro_esophagus,high
ESGE-GERD-001,ESGE,ESGE Position Statement on Endoscopic Management of GERD,2020,https://www.esge.com/esge-position-statement-on-endoscopic-management-of-gerd,,ESGE,restricted-cds,gastro_esophagus,high
BSG-GERD-001,BSG,BSG Guidelines on Oesophageal Manometry and Reflux Monitoring,2019,https://gut.bmj.com/content/68/10/1731,,BSG,restricted-cds,gastro_esophagus,high
ACG-BARRETT-001,ACG,ACG Clinical Guideline Diagnosis and Management of Barrett Esophagus,2022,https://journals.lww.com/ajg/fulltext/2022/04000/acg_clinical_guideline__diagnosis_and_management.14.aspx,,ACG,restricted-cds,gastro_esophagus,high
AGA-BARRETT-001,AGA,AGA Clinical Practice Update on Endoscopic Therapies for Barrett Esophagus,2020,https://www.gastrojournal.org/article/S0016-5085(20)30016-4/fulltext,,AGA,restricted-cds,gastro_esophagus,high
ESGE-BARRETT-001,ESGE,ESGE Position Statement on Surveillance of Barrett Esophagus,2017,https://www.esge.com/esge-position-statement-barretts-esophagus,,ESGE,restricted-cds,gastro_esophagus,high
BSG-BARRETT-001,BSG,BSG Guidelines on Diagnosis and Management of Barrett Oesophagus,2014,https://gut.bmj.com/content/63/1/7,,BSG,restricted-cds,gastro_esophagus,high
ACG-EOE-001,ACG,ACG Clinical Guideline Evidenced Based Approach Eosinophilic Esophagitis,2013,https://journals.lww.com/ajg/fulltext/2013/05000/acg_clinical_guideline__evidenced_based_approach.10.aspx,,ACG,restricted-cds,gastro_esophagus,high
AGA-EOE-001,AGA,AGA Joint Task Force Guidelines on the Management of Eosinophilic Esophagitis,2020,https://www.gastrojournal.org/article/S0016-5085(20)30327-2/fulltext,,AGA,restricted-cds,gastro_esophagus,high
ACG-ACHALASIA-001,ACG,ACG Clinical Guideline Diagnosis and Management of Achalasia,2020,https://journals.lww.com/ajg/fulltext/2020/09000/acg_clinical_guideline__diagnosis_and_management.18.aspx,,ACG,restricted-cds,gastro_esophagus,high
AGA-ACHALASIA-001,AGA,AGA Clinical Practice Update on Diagnosis and Management of Achalasia,2020,https://www.gastrojournal.org/article/S0016-5085(20)30339-9/fulltext,,AGA,restricted-cds,gastro_esophagus,high
ACG-MOTILITY-001,ACG,ACG Clinical Guideline Esophageal Motility Disorders,2022,https://journals.lww.com/ajg/fulltext/2022/09000/esophageal_motility_disorders_on_high_resolution.20.aspx,,ACG,restricted-cds,gastro_esophagus,high
ANMS-CHICAGO-001,ANMS,Chicago Classification Version 4.0 Esophageal Motility Disorders High Resolution Manometry,2021,https://onlinelibrary.wiley.com/doi/10.1111/nmo.14058,,ANMS,restricted-cds,gastro_esophagus,high
MAASTRICHT-HP-001,Maastricht-VI,Maastricht VI Florence Consensus Report on Helicobacter pylori Infection,2022,https://gut.bmj.com/content/71/9/1724,,Maastricht,restricted-cds,gastro_stomach,high
ACG-HP-001,ACG,ACG Clinical Guideline Treatment of Helicobacter pylori Infection,2017,https://journals.lww.com/ajg/fulltext/2017/02000/acg_clinical_guideline__treatment_of_helicobacter.12.aspx,,ACG,restricted-cds,gastro_stomach,high
BSG-HP-001,BSG,BSG Guidelines on the Diagnosis and Management of Helicobacter pylori,2017,https://gut.bmj.com/content/66/1/6,,BSG,restricted-cds,gastro_stomach,high
ACG-PUD-001,ACG,ACG Guideline on Prevention of NSAID Related Ulcer Complications,2009,https://journals.lww.com/ajg/fulltext/2009/03000/prevention_of_nsaid_related_ulcer_complications.13.aspx,,ACG,restricted-cds,gastro_stomach,high
ACG-GASTROPARESIS-001,ACG,ACG Clinical Guideline Gastroparesis,2022,https://journals.lww.com/ajg/fulltext/2022/08000/acg_clinical_guideline__gastroparesis.16.aspx,,ACG,restricted-cds,gastro_stomach,high
AGA-GASTROPARESIS-001,AGA,AGA Clinical Practice Update on Management of Medically Refractory Gastroparesis,2022,https://www.gastrojournal.org/article/S0016-5085(22)00171-9/fulltext,,AGA,restricted-cds,gastro_stomach,high
