id,source,title,year,page_url,pdf_url_hint,license,commercial_use,clinical_domain,priority
ADA-T2D-001,ADA,ADA Standards of Care in Diabetes 2025 pharmacologic approaches to glycemic treatment,2025,https://diabetesjournals.org/care/issue/48/Supplement_1,,ADA,restricted-cds,endocrinology_diabetes,high
ADA-T2D-002,ADA,ADA Standards of Care 2025 classification and diagnosis of diabetes,2025,https://diabetesjournals.org/care/article/48/Supplement_1/S27/,,ADA,restricted-cds,endocrinology_diabetes,high
ADA-T2D-003,ADA,ADA Standards of Care 2025 glycemic targets,2025,https://diabetesjournals.org/care/article/48/Supplement_1/S111/,,ADA,restricted-cds,endocrinology_diabetes,high
ADA-T2D-004,ADA,ADA Standards of Care 2025 prevention or delay of diabetes and associated comorbidities,2025,https://diabetesjournals.org/care/article/48/Supplement_1/S50/,,ADA,restricted-cds,endocrinology_diabetes,high
ADA-T2D-005,ADA,ADA Standards of Care 2025 facilitating positive health behaviors and well-being,2025,https://diabetesjournals.org/care/article/48/Supplement_1/S86/,,ADA,restricted-cds,endocrinology_diabetes,high
ADA-EASD-T2D-001,ADA-EASD,ADA EASD consensus report management of hyperglycemia in type 2 diabetes,2022,https://diabetesjournals.org/care/article/45/11/2753/,,ADA,restricted-cds,endocrinology_diabetes,high
EASD-T2D-001,EASD,EASD position statement on tight glycemic control in critically ill patients,2024,https://link.springer.com/journal/125,,EASD,restricted-cds,endocrinology_diabetes,medium
NICE-T2D-001,NICE,NICE NG28 type 2 diabetes in adults management,2022,https://www.nice.org.uk/guidance/ng28,,NICE,restricted-cds,endocrinology_diabetes,high
NICE-T1D-001,NICE,NICE NG17 type 1 diabetes in adults diagnosis and management,2022,https://www.nice.org.uk/guidance/ng17,,NICE,restricted-cds,endocrinology_diabetes,high
NICE-T1D-002,NICE,NICE NG18 diabetes type 1 and type 2 in children and young people,2023,https://www.nice.org.uk/guidance/ng18,,NICE,restricted-cds,endocrinology_diabetes,high
ADA-T1D-001,ADA,ADA standards of care 2025 type 1 diabetes pediatric and adult,2025,https://diabetesjournals.org/care/article/48/Supplement_1/S233/,,ADA,restricted-cds,endocrinology_diabetes,high
ISPAD-T1D-001,ISPAD,ISPAD clinical practice consensus guidelines 2022 introduction,2022,https://www.ispad.org/page/ISPADGuidelines2022,,ISPAD,restricted-cds,endocrinology_diabetes,high
ISPAD-T1D-002,ISPAD,ISPAD 2022 management of T1D in children and adolescents,2022,https://onlinelibrary.wiley.com/journal/13995448,,ISPAD,restricted-cds,endocrinology_pediatric,high
ISPAD-DKA-001,ISPAD,ISPAD 2022 diabetic ketoacidosis and hyperglycemic hyperosmolar state in children,2022,https://onlinelibrary.wiley.com/doi/10.1111/pedi.13406,,ISPAD,restricted-cds,endocrinology_diabetes,high
ISPAD-MODY-001,ISPAD,ISPAD 2022 the diagnosis and management of monogenic diabetes in children and adolescents,2022,https://onlinelibrary.wiley.com/doi/10.1111/pedi.13449,,ISPAD,restricted-cds,endocrinology_diabetes,high
ISPAD-INSULIN-001,ISPAD,ISPAD 2022 insulin treatment in children and adolescents with diabetes,2022,https://onlinelibrary.wiley.com/doi/10.1111/pedi.13442,,ISPAD,restricted-cds,endocrinology_diabetes,high
ISPAD-CGM-001,ISPAD,ISPAD 2022 diabetes technologies CGM in children and adolescents,2022,https://onlinelibrary.wiley.com/doi/10.1111/pedi.13417,,ISPAD,restricted-cds,endocrinology_diabetes,high
ISPAD-NUT-001,ISPAD,ISPAD 2022 nutritional management in children and adolescents with diabetes,2022,https://onlinelibrary.wiley.com/doi/10.1111/pedi.13428,,ISPAD,restricted-cds,endocrinology_pediatric,medium
ATTD-CGM-001,ATTD,ATTD international consensus on use of continuous glucose monitoring,2023,https://diabetesjournals.org/care/article/46/12/2295/,,ATTD,restricted-cds,endocrinology_diabetes,high
ATTD-TIR-001,ATTD,ATTD clinical targets for continuous glucose monitoring data interpretation time in range,2019,https://diabetesjournals.org/care/article/42/8/1593/,,ATTD,restricted-cds,endocrinology_diabetes,high
ATTD-PUMP-001,ATTD,ATTD international consensus on insulin pump therapy and AID systems,2023,https://www.attd.kenes.com/,,ATTD,restricted-cds,endocrinology_diabetes,high
ENDO-HYPOGLY-001,ENDO-Society,Endocrine Society evaluation and management of adult hypoglycemic disorders,2009,https://academic.oup.com/jcem/article/94/3/709/2596308,,ENDO,restricted-cds,endocrinology_diabetes,high
ADA-HYPOGLY-001,ADA,ADA standards of care 2025 hypoglycemia,2025,https://diabetesjournals.org/care/article/48/Supplement_1/S128/,,ADA,restricted-cds,endocrinology_diabetes,high
JBDS-DKA-001,JBDS,JBDS-IP management of DKA in adults,2023,https://abcd.care/joint-british-diabetes-societies-jbds-inpatient-care-group,,JBDS,restricted-cds,endocrinology_diabetes,high
JBDS-HHS-001,JBDS,JBDS-IP management of hyperosmolar hyperglycemic state in adults,2022,https://abcd.care/joint-british-diabetes-societies-jbds-inpatient-care-group,,JBDS,restricted-cds,endocrinology_diabetes,high
JBDS-INPATIENT-001,JBDS,JBDS-IP management of glycemic control in hospital inpatients,2022,https://abcd.care/joint-british-diabetes-societies-jbds-inpatient-care-group,,JBDS,restricted-cds,endocrinology_diabetes,high
ADA-PREG-001,ADA,ADA standards of care 2025 management of diabetes in pregnancy,2025,https://diabetesjournals.org/care/article/48/Supplement_1/S306/,,ADA,restricted-cds,endocrinology_diabetes,high
ACOG-GDM-001,ACOG,ACOG practice bulletin 190 gestational diabetes mellitus,2018,https://www.acog.org/clinical/clinical-guidance/practice-bulletin,,ACOG,restricted-cds,endocrinology_diabetes,high
ACOG-PREGEST-001,ACOG,ACOG practice bulletin 201 pregestational diabetes,2018,https://www.acog.org/clinical/clinical-guidance/practice-bulletin,,ACOG,restricted-cds,endocrinology_diabetes,high
NICE-PREG-001,NICE,NICE NG3 diabetes in pregnancy management from preconception to postnatal,2020,https://www.nice.org.uk/guidance/ng3,,NICE,restricted-cds,endocrinology_diabetes,high
IDF-GDM-001,IDF,IDF GDM model of care,2015,https://idf.org/our-activities/care-prevention/gdm.html,,IDF,restricted-cds,endocrinology_diabetes,medium
KDIGO-DKD-001,KDIGO,KDIGO clinical practice guideline for diabetes management in CKD,2022,https://kdigo.org/guidelines/diabetes-ckd/,,KDIGO,restricted-cds,endocrinology_diabetes,high
ADA-CKD-001,ADA,ADA standards of care 2025 chronic kidney disease and risk management,2025,https://diabetesjournals.org/care/article/48/Supplement_1/S239/,,ADA,restricted-cds,endocrinology_diabetes,high
AAO-DR-001,AAO,AAO preferred practice pattern diabetic retinopathy,2019,https://www.aao.org/preferred-practice-pattern/diabetic-retinopathy-ppp,,AAO,restricted-cds,endocrinology_diabetes,high
ADA-NEURO-001,ADA,ADA position statement diabetic neuropathy,2017,https://diabetesjournals.org/care/article/40/1/136/,,ADA,restricted-cds,endocrinology_diabetes,high
AAN-DPN-001,AAN,AAN evidence-based guideline treatment of painful diabetic neuropathy,2022,https://www.aan.com/Guidelines/home/GuidelineDetail/1078,,AAN,restricted-cds,endocrinology_diabetes,high
IWGDF-FOOT-001,IWGDF,IWGDF guidelines on prevention and management of diabetes-related foot disease,2023,https://iwgdfguidelines.org/guidelines-2023/,,IWGDF,restricted-cds,endocrinology_diabetes,high
IWGDF-INFECT-001,IWGDF,IWGDF guideline on diagnosis and treatment of foot infection in persons with diabetes,2023,https://iwgdfguidelines.org/infection-guideline-2023/,,IWGDF,restricted-cds,endocrinology_diabetes,high
IWGDF-OFFLOAD-001,IWGDF,IWGDF guideline on offloading foot ulcers in persons with diabetes,2023,https://iwgdfguidelines.org/offloading-guideline-2023/,,IWGDF,restricted-cds,endocrinology_diabetes,high
ADA-CV-001,ADA,ADA standards of care 2025 cardiovascular disease and risk management,2025,https://diabetesjournals.org/care/article/48/Supplement_1/S207/,,ADA,restricted-cds,endocrinology_diabetes,high
ESC-DM-001,ESC,ESC guidelines on management of cardiovascular disease in patients with diabetes,2023,https://academic.oup.com/eurheartj/article/44/39/4043/,,ESC,restricted-cds,endocrinology_diabetes,high
NICE-PREDM-001,NICE,NICE PH38 type 2 diabetes prevention in people at high risk,2017,https://www.nice.org.uk/guidance/ph38,,NICE,restricted-cds,endocrinology_diabetes,high
IDF-PREDM-001,IDF,IDF clinical practice recommendations on the prevention of type 2 diabetes,2017,https://idf.org/our-activities/care-prevention/prevention.html,,IDF,restricted-cds,endocrinology_diabetes,medium
ENDO-INPAT-001,ENDO-Society,Endocrine Society management of hyperglycemia in hospitalized patients in non-critical care setting,2022,https://academic.oup.com/jcem/article/107/8/2101/,,ENDO,restricted-cds,endocrinology_diabetes,high
AGS-ELDERLY-DM-001,AGS,AGS choosing wisely diabetes management in older adults,2019,https://www.americangeriatrics.org/,,AGS,restricted-cds,endocrinology_diabetes,medium
ADA-OLD-001,ADA,ADA standards of care 2025 older adults,2025,https://diabetesjournals.org/care/article/48/Supplement_1/S266/,,ADA,restricted-cds,endocrinology_diabetes,medium
ENDO-LIPO-001,ENDO-Society,Endocrine Society diagnosis and management of lipodystrophy syndromes,2016,https://academic.oup.com/jcem/article/101/12/4500/,,ENDO,restricted-cds,endocrinology_obesity,medium
ATA-HYPER-001,ATA,ATA guidelines for diagnosis and management of hyperthyroidism,2016,https://www.thyroid.org/professionals/ata-professional-guidelines/,,ATA,restricted-cds,endocrinology_thyroid,high
ATA-HYPO-001,ATA,ATA guidelines for treatment of hypothyroidism,2014,https://www.thyroid.org/professionals/ata-professional-guidelines/,,ATA,restricted-cds,endocrinology_thyroid,high
ATA-PREG-001,ATA,ATA guidelines for diagnosis and management of thyroid disease during pregnancy and the postpartum,2017,https://www.thyroid.org/professionals/ata-professional-guidelines/,,ATA,restricted-cds,endocrinology_thyroid,high
ATA-NODULE-001,ATA,ATA management guidelines for adult patients with thyroid nodules and differentiated thyroid cancer,2015,https://www.thyroid.org/professionals/ata-professional-guidelines/,,ATA,restricted-cds,endocrinology_thyroid,high
ATA-PED-001,ATA,ATA guidelines for management of thyroid nodules and differentiated thyroid cancer in children,2015,https://www.thyroid.org/professionals/ata-professional-guidelines/,,ATA,restricted-cds,endocrinology_pediatric,high
