id,source,title,year,page_url,pdf_url_hint,license,commercial_use,clinical_domain,priority
BSH-CBC-001,BSH,Guidelines significant haematological abnormalities adults,2022,https://b-s-h.org.uk/guidelines/guidelines/significant-haematological-abnormalities-in-adults/,,Society,restricted-cds,lab_hematology,high
ICSH-CBC-001,ICSH,ICSH recommendations standardization reporting CBC parameters,2014,https://onlinelibrary.wiley.com/doi/10.1111/ijlh.12201,,ICSH,restricted-cds,lab_hematology,high
ICSH-RETIC-001,ICSH,ICSH guidelines for evaluation of blood cell analysers reticulocytes,2014,https://onlinelibrary.wiley.com/doi/10.1111/ijlh.12253,,ICSH,restricted-cds,lab_hematology,high
ICSH-SMEAR-001,ICSH,ICSH recommendations for identification standardization peripheral blood smear morphology,2015,https://onlinelibrary.wiley.com/doi/10.1111/ijlh.12327,,ICSH,restricted-cds,lab_hematology,high
ICSH-SMEAR-002,ICSH,ICSH guidelines reporting nomenclature peripheral blood film findings,2015,https://onlinelibrary.wiley.com/doi/10.1111/ijlh.12340,,ICSH,restricted-cds,lab_hematology,high
ICSH-BMA-001,ICSH,ICSH guidelines bone marrow specimen handling reporting,2008,https://onlinelibrary.wiley.com/doi/10.1111/j.1751-553X.2008.01066.x,,ICSH,restricted-cds,lab_hematology,high
BSH-BMA-001,BSH,BSH guidelines bone marrow aspiration trephine biopsy,2018,https://b-s-h.org.uk/guidelines/guidelines/bone-marrow-aspiration-and-trephine-biopsy/,,Society,restricted-cds,lab_hematology,high
ICCS-FLOW-001,ICCS,ICCS practical guidelines clinical flow cytometry,2020,https://onlinelibrary.wiley.com/doi/10.1002/cyto.b.21847,,ICCS,restricted-cds,lab_hematology,high
ESCCA-FLOW-001,ESCCA,ESCCA recommendations clinical flow cytometry leukemia lymphoma,2018,https://onlinelibrary.wiley.com/doi/10.1002/cyto.b.21620,,ESCCA,restricted-cds,lab_hematology,high
EUROFLOW-001,EuroFlow,EuroFlow standardization protocols immunophenotyping,2012,https://www.nature.com/articles/leu2012120,,EuroFlow,restricted-cds,lab_hematology,high
EUROFLOW-MRD-001,EuroFlow,EuroFlow next generation flow MRD detection acute leukemia,2017,https://www.nature.com/articles/leu201729,,EuroFlow,restricted-cds,lab_hematology,high
BSH-IRON-001,BSH,BSH guideline laboratory diagnosis iron deficiency,2021,https://b-s-h.org.uk/guidelines/guidelines/laboratory-diagnosis-of-iron-deficiency-in-adults/,,Society,restricted-cds,lab_hematology,high
AGA-IRON-001,AGA,AGA clinical practice guideline gastrointestinal evaluation iron deficiency anemia,2020,https://www.gastrojournal.org/article/S0016-5085(20)35150-5/fulltext,,AGA,restricted-cds,lab_hematology,high
BSH-B12-001,BSH,BSH guidelines diagnosis treatment cobalamin folate disorders,2014,https://b-s-h.org.uk/guidelines/guidelines/cobalamin-and-folate-disorders/,,Society,restricted-cds,lab_hematology,high
BSH-HEMOGLOBINOPATHY-001,BSH,BSH guideline laboratory diagnosis haemoglobinopathies thalassaemia,2010,https://b-s-h.org.uk/guidelines/guidelines/significant-haemoglobinopathies-guidelines-for-screening-and-diagnosis/,,Society,restricted-cds,lab_hematology,high
BSH-SICKLE-001,BSH,BSH guidelines sickle cell disease laboratory diagnosis,2018,https://b-s-h.org.uk/guidelines/guidelines/sickle-cell-disease-in-pregnancy/,,Society,restricted-cds,lab_hematology,high
WHO-INR-001,WHO,WHO guidelines thromboplastin calibration INR standardization,2013,https://www.who.int/publications/m/item/who-tech-report-series-no-979-annex-6,,WHO Open Access,allowed,lab_coagulation,high
ISTH-INR-001,ISTH,ISTH SSC recommendations laboratory monitoring oral anticoagulant therapy,2016,https://onlinelibrary.wiley.com/doi/10.1111/jth.13456,,ISTH,restricted-cds,lab_coagulation,high
CLSI-COAG-001,CLSI,CLSI H47 one stage prothrombin time activated partial thromboplastin time,2022,https://clsi.org/standards/products/hematology/documents/h47/,,CLSI,restricted,lab_coagulation,high
ISTH-DDIMER-001,ISTH,ISTH guidance D-dimer testing exclusion venous thromboembolism,2017,https://onlinelibrary.wiley.com/doi/10.1111/jth.13735,,ISTH,restricted-cds,lab_coagulation,high
ISTH-ANTIXA-001,ISTH,ISTH SSC anti-Xa monitoring low molecular weight heparin,2018,https://onlinelibrary.wiley.com/doi/10.1111/jth.14219,,ISTH,restricted-cds,lab_coagulation,high
BSH-DOAC-001,BSH,BSH guidelines laboratory measurement direct oral anticoagulants,2018,https://b-s-h.org.uk/guidelines/guidelines/measurement-of-non-coumarin-anticoagulants/,,Society,restricted-cds,lab_coagulation,high
