id,source,title,year,page_url,pdf_url_hint,license,commercial_use,clinical_domain,priority
AHA-STROKE-001,AHA,Guidelines for the early management of patients with acute ischemic stroke,2019,https://www.ahajournals.org/doi/10.1161/STR.0000000000000211,,AHA Stroke,restricted-cds,neurology_stroke,high
AHA-STROKE-002,AHA,2019 update to the 2018 guidelines for the early management of acute ischemic stroke,2019,https://www.ahajournals.org/doi/10.1161/STR.0000000000000211,,AHA Stroke,restricted-cds,neurology_stroke,high
AHA-STROKE-003,AHA,Guideline for the prevention of stroke in patients with stroke and TIA,2021,https://www.ahajournals.org/doi/10.1161/STR.0000000000000375,,AHA Stroke,restricted-cds,neurology_stroke,high
AHA-STROKE-004,AHA,Primary prevention of stroke guideline,2024,https://www.ahajournals.org/doi/10.1161/STR.0000000000000475,,AHA Stroke,restricted-cds,neurology_stroke,high
AHA-STROKE-005,AHA,Guidelines for the management of spontaneous intracerebral hemorrhage,2022,https://www.ahajournals.org/doi/10.1161/STR.0000000000000407,,AHA Stroke,restricted-cds,neurology_stroke,high
AHA-STROKE-006,AHA,Guidelines for the management of aneurysmal subarachnoid hemorrhage,2023,https://www.ahajournals.org/doi/10.1161/STR.0000000000000436,,AHA Stroke,restricted-cds,neurology_stroke,high
AHA-STROKE-007,AHA,Guidelines for management of patients with unruptured intracranial aneurysms,2015,https://www.ahajournals.org/doi/10.1161/STR.0000000000000070,,AHA Stroke,restricted-cds,neurology_stroke,medium
AHA-STROKE-008,AHA,Diagnosis and management of cerebral venous thrombosis,2011,https://www.ahajournals.org/doi/10.1161/STR.0b013e31820a8364,,AHA Stroke,restricted-cds,neurology_stroke,medium
AHA-STROKE-009,AHA,Management of stroke in neonates and children scientific statement,2019,https://www.ahajournals.org/doi/10.1161/STR.0000000000000183,,AHA Stroke,restricted-cds,neurology_stroke,medium
AHA-STROKE-010,AHA,Management of patients with extracranial carotid and vertebral artery disease,2011,https://www.ahajournals.org/doi/10.1161/STR.0b013e3182112d08,,AHA Stroke,restricted-cds,neurology_stroke,medium
ESO-STROKE-001,ESO,European Stroke Organisation guidelines on intravenous thrombolysis,2021,https://eso-stroke.org/guidelines/eso-guideline-directory/,,ESO,restricted-cds,neurology_stroke,high
ESO-STROKE-002,ESO,European Stroke Organisation guidelines on mechanical thrombectomy,2019,https://eso-stroke.org/guidelines/eso-guideline-directory/,,ESO,restricted-cds,neurology_stroke,high
ESO-STROKE-003,ESO,European Stroke Organisation guidelines on management of intracerebral hemorrhage,2014,https://eso-stroke.org/guidelines/eso-guideline-directory/,,ESO,restricted-cds,neurology_stroke,high
ESO-STROKE-004,ESO,European Stroke Organisation guideline on management of subarachnoid hemorrhage,2013,https://eso-stroke.org/guidelines/eso-guideline-directory/,,ESO,restricted-cds,neurology_stroke,high
ESO-STROKE-005,ESO,European Stroke Organisation guideline on cerebral venous thrombosis,2017,https://eso-stroke.org/guidelines/eso-guideline-directory/,,ESO,restricted-cds,neurology_stroke,high
ESO-STROKE-006,ESO,ESO guideline on the management of post stroke seizures and epilepsy,2017,https://eso-stroke.org/guidelines/eso-guideline-directory/,,ESO,restricted-cds,neurology_stroke,medium
ESO-STROKE-007,ESO,ESO guideline on covert cerebral small vessel disease,2021,https://eso-stroke.org/guidelines/eso-guideline-directory/,,ESO,restricted-cds,neurology_stroke,medium
ESO-STROKE-008,ESO,ESO guideline on lifestyle interventions for secondary prevention,2022,https://eso-stroke.org/guidelines/eso-guideline-directory/,,ESO,restricted-cds,neurology_stroke,medium
ESO-STROKE-009,ESO,ESO ESMINT guidelines on acute mechanical thrombectomy update,2023,https://eso-stroke.org/guidelines/eso-guideline-directory/,,ESO,restricted-cds,neurology_stroke,high
ESO-STROKE-010,ESO,ESO guideline on pharmacological interventions for long term secondary prevention,2022,https://eso-stroke.org/guidelines/eso-guideline-directory/,,ESO,restricted-cds,neurology_stroke,high
ESO-STROKE-011,ESO,ESO guideline on screening for subclinical atrial fibrillation after stroke,2022,https://eso-stroke.org/guidelines/eso-guideline-directory/,,ESO,restricted-cds,neurology_stroke,medium
ESO-STROKE-012,ESO,ESO guideline on the management of TIA,2021,https://eso-stroke.org/guidelines/eso-guideline-directory/,,ESO,restricted-cds,neurology_stroke,high
WSO-STROKE-001,WSO,Global stroke services guidelines and action plan,2014,https://www.world-stroke.org/news-and-blog/news/wso-publishes-global-stroke-services-guidelines,,WSO,restricted-cds,neurology_stroke,medium
WSO-STROKE-002,WSO,World Stroke Organization roadmap for quality stroke care,2020,https://www.world-stroke.org/publications-and-resources/resources/global-stroke-guidelines-and-action-plan,,WSO,restricted-cds,neurology_stroke,medium
NCS-STROKE-001,NCS,Guidelines for the management of large hemispheric infarction,2015,https://www.neurocriticalcare.org/resources/guidelines-and-consensus-statements,,NCS,restricted-cds,neurology_critical_care,high
NCS-STROKE-002,NCS,Critical care management of patients following aneurysmal SAH,2011,https://www.neurocriticalcare.org/resources/guidelines-and-consensus-statements,,NCS,restricted-cds,neurology_critical_care,high
NCS-STROKE-003,NCS,Reversal of antithrombotics in intracranial hemorrhage,2016,https://www.neurocriticalcare.org/resources/guidelines-and-consensus-statements,,NCS,restricted-cds,neurology_critical_care,high
ESVS-STROKE-001,ESVS,Management of atherosclerotic carotid and vertebral artery disease clinical practice guidelines,2023,https://www.esvs.org/clinical-practice-guidelines/,,ESVS,restricted-cds,neurology_stroke,high
AAN-STROKE-001,AAN,Practice advisory on triage of patients with acute stroke,2018,https://www.aan.com/policy-and-guidelines/guidelines/,,AAN,restricted-cds,neurology_stroke,medium
AAN-STROKE-002,AAN,Reducing brain injury after cardiopulmonary arrest practice guideline,2017,https://www.aan.com/policy-and-guidelines/guidelines/,,AAN,restricted-cds,neurology_critical_care,medium
NICE-STROKE-001,NICE,Stroke and transient ischaemic attack in over 16s diagnosis and management,2022,https://www.nice.org.uk/guidance/ng128,,NICE,restricted-cds,neurology_stroke,high
NICE-STROKE-002,NICE,Stroke rehabilitation in adults,2023,https://www.nice.org.uk/guidance/ng236,,NICE,restricted-cds,neurology_stroke,medium
ILAE-EPILEPSY-001,ILAE,ILAE classification of the epilepsies position paper,2017,https://onlinelibrary.wiley.com/doi/10.1111/epi.13709,,ILAE,restricted-cds,neurology_epilepsy,high
ILAE-EPILEPSY-002,ILAE,Operational classification of seizure types ILAE position paper,2017,https://onlinelibrary.wiley.com/doi/10.1111/epi.13670,,ILAE,restricted-cds,neurology_epilepsy,high
ILAE-EPILEPSY-003,ILAE,ILAE official report a practical clinical definition of epilepsy,2014,https://onlinelibrary.wiley.com/doi/10.1111/epi.12550,,ILAE,restricted-cds,neurology_epilepsy,high
ILAE-EPILEPSY-004,ILAE,ILAE classification and definition of epilepsy syndromes onset at neonate and infant,2022,https://onlinelibrary.wiley.com/doi/10.1111/epi.17239,,ILAE,restricted-cds,neurology_epilepsy_pediatric,high
ILAE-EPILEPSY-005,ILAE,ILAE classification of epilepsy syndromes onset at childhood,2022,https://onlinelibrary.wiley.com/doi/10.1111/epi.17241,,ILAE,restricted-cds,neurology_epilepsy_pediatric,high
ILAE-EPILEPSY-006,ILAE,ILAE classification of epilepsy syndromes with onset variable age,2022,https://onlinelibrary.wiley.com/doi/10.1111/epi.17240,,ILAE,restricted-cds,neurology_epilepsy,high
ILAE-EPILEPSY-007,ILAE,ILAE definition of drug resistant epilepsy consensus proposal,2010,https://onlinelibrary.wiley.com/doi/10.1111/j.1528-1167.2009.02397.x,,ILAE,restricted-cds,neurology_epilepsy,high
ILAE-EPILEPSY-008,ILAE,Treatment of convulsive status epilepticus ILAE Task Force report,2020,https://onlinelibrary.wiley.com/doi/10.1002/epi4.12384,,ILAE,restricted-cds,neurology_epilepsy,high
ILAE-EPILEPSY-009,ILAE,ILAE guideline on management of women with epilepsy,2019,https://onlinelibrary.wiley.com/doi/10.1111/epi.16395,,ILAE,restricted-cds,neurology_epilepsy,high
